Tweet,Label,char_length,word_count
Viral! Tagar #KaburAjaDulu: Mengapa Warga Indonesia Terpancing Tinggalkan Tanah Air? https://t.co/eUKeAGWAyt,Neutral,108,11
Potensi Ancaman &amp; Implikasinya Serangan Israel ke Iran Sebelum Pertengahan Tahun 2025 selengkapnya &gt;&gt; https://t.co/AEGk5QhVpn ai key Jumat Budaya Hari Valentine Coklat Chitato #PeringatanDarurat #KaburAjaDulu #ThamePoSeriesEP10 NOT YOUR FAULT hyuna Wiege https://t.co/K4JPtyxiMk,Neutral,288,32
BYD Denza Z9 GT: Sedan Listrik Mewah Hadir di IIMS 2025 selengkapnya &gt;&gt; https://t.co/R9Nznht0up ai key Jumat Budaya Hari Valentine Coklat Chitato #PeringatanDarurat #KaburAjaDulu #ThamePoSeriesEP10 NOT YOUR FAULT Ungu hyuna jaehyun Wiege https://t.co/jb43JEmjcu,Neutral,267,33
Hyundai Venue Resmi Meluncur di IIMS 2025 Dibanderol Rp 340 Juta dengan Beragam Fitur Menarik selengkapnya &gt;&gt; https://t.co/AdFe9zIE94 ai key Jumat Budaya Hari Valentine Coklat Chitato WELCOME TO INDONESIA ILICHIL #KaburAjaDulu Ungu hyuna jaehyun Wiege https://t.co/NCTEBICtq7,Neutral,281,36
@womensfootie_id @garistengah_id @ConcacafID @papantengah @id_fm @Box2BoxBola @FaktaSepakbola @seniman_bola @Olahbolacom Sudah #KaburAjaDulu dari 2023. Luar biasa Nafey,Joy,168,16
Susahnya Mencari Pekerjaan di Indonesia https://t.co/NA6QWL7zxG Jumat Tidur Ngapain Jilat Jokowi Capek #kaburajadulu Suka Bandung Jumbo Pabrik Gula https://t.co/xIS7Xj7AdV,Sad,171,19
@womensfootie_id Ga ada cara selain #kaburajadulu. Semoga sukses.,Sad,65,8
Ini baru definisi #KaburAjaDulu dalam konteks Futfem Indo ️,Neutral,59,9
#KaburAjaDulu Jepang 🇯🇵 Ujian JFT &amp; SSW 4 April 2025 JFT - Basic https://t.co/y3T4JOhBQM Pengambilan Slot 4 April 2025 08.00 WIB Pelaksanaan Ujian 11 April 2025 - 22 Mei 2025 https://t.co/jtZNNY5n5V,Neutral,202,31
Publikasi Tilik Data dengan judul Potret #KaburAjaDulu dalam Kacamata Ekonomi . Selengkapnya https://t.co/OXEzD3nkRp https://t.co/csGhJcF5Nm,Neutral,140,14
@herricahyadi Apakah #kaburajadulu menjadi oke ke negeri eropa?,Neutral,63,8
@DwiSuniti78498 @KatzeNada @kuduseweyesus @imamDouma @Kudustetanus2 @mohMadSaw @roculpakulus @Apokrifa23 @Kakak211 @victoragiular @paulusanus @grace_sihab21 @AnusEmperor @alannairnu @pdtsigit @Marrkus12_29 @bangjabat10 @SifatAlami @Dim4s_p @13theEnki @catzenada @haryopanuntun @Kappa_2023 @ArwahMiliter @saaltysodaa @burungkudus @DonKintil @aesculapiusw @StefanjingYin @KemenperinRI @anusrohkudis @SammiSoh @kadrunmampos @filosofiksi @PaijoKhentirr @AsbabulKopi @LaskarKris30177 @Mundiwangi4 @Tita83079013 @gajahgemblik @YourOnlyLandak @jonnypengacara @ProfOnline_id @VividProwess Yang bilang kaburajadulu bukannya indon? Jadi b4bu di negara kaffir?,Anger,649,54
Kalau Gibran Jadi Presiden Anak Muda Bakal Gimana? Bayangin Gibran naik jadi presiden gantiin Prabowo Gen Z dan Milenial makin mau #KaburAjaDulu nggak ya? Atau memilih pilihan yang berbeda? Hmmm https://t.co/eOLwCOUaPg,Fear,218,31
@cjournalist_ID @barengwarga Selama masih tinggal di Indonoha sedikit/banyak kita pasti bayar. Tidak ada yg bisa lepas dari cengkeraman pajak pemerintah Indonoha. Kecuali kalau #KaburAjaDulu,Sad,190,24
18+ | Cocok buat para couple nih INDONESIA GELAP JANGAN SAMPAI HARIMU GELAP Tenangin pikiran pake musik ini ajaaa. Atau jadiin rekomendasi kado buat pacar https://t.co/oVYYX14b6f #TolakRUUPolri #KaburAjaDulu #dolar #TolakRevisiUUTNI #fypシ #zonajajan #zonauang #zonatest https://t.co/gm5mhLDWwK,Neutral,293,35
Tembus interview susah dapet offering letter lebih susah lagi. Semakin ke sini semakin yakin buat #KaburAjaDulu ,Sad,112,16
Tapi apa dampak panjangnya? Apakah benar ini solusi terbaik atau justru tanda ada yang harus diubah? Baca selengkapnya https://t.co/4ne0E1yC1D Penulis: Muhamad Fikri Asy'ari #KaburAjaDulu #GenerasiCemas #BrainDrain,Neutral,214,26
@cips_id migrasi #kaburajadulu,Neutral,30,3
@Mata_Netizen62 @2TRafiS1 @abdimuda_id @alamtegarrrr @Anak__Ogi @AntoniusCDN @muchlis_ar @King_PWS_ @kenhans03 @JhonSitorus_18 @HumorJonTampan Ketemu opung Investor ngomong iya iya Begitu opung pergi pasti ngomong EGP kalau gue rugi paling yg nangis anak bini gue. Pokoknya negeri aneh Bin bengak. IHSG di jaga polisi akhirnya IHSG ketakutan sampe nngompol. #KaburAjaDulu ,Anger,372,47
Bahkan di saat parahnya krisis ekonomi 1997 tidak ada gegap gempita #KaburAjaDulu. Apa bedanya? Apakah status kelas menengah terpelajar sedang merosot mendekati status TKI/TKW? Apakah #KaburAjaDulu hanya gairah baru melanjutkan migrasi lama kaum TKI? https://t.co/7ip1ZuRMzu,Neutral,274,35
@RAKemal mereka ga bisa mikir sampe kesana bang #IndonesiaGelap #KaburAjaDulu #AdiliJokowi,Anger,90,11
Kelas menengah Indonesia sedang kecewa terhadap kondisi ekonomi sosial dan politik dalam negeri. Itu mendorong mereka mempertimbangkan migrasi. #Opini #AdadiKompas https://t.co/FSDRhUIVyP,Sad,187,21
buat yang mau #KaburAjaDulu tapi bahasa inggris pas pasan ini aku ada link belajar buat yang mau kabur sambil ngumpulin duit buat biaya les mahal mending belajar sendiri dulu https://t.co/NtaaM0YLPA,Neutral,198,30
Kelas menengah Indonesia sedang kecewa terhadap kondisi ekonomi sosial dan politik dalam negeri. Itu mendorong mereka mempertimbangkan migrasi. #Opini #AdadiKompas https://t.co/zGKPQ15fBn,Sad,187,21
Darurat Komunikasi Pemerintahan Prabowo Gibran diulas dalam Perspektif. Selengkapnya simak di YouTube Channel Mahfud MD Official #kaburajadulu #indonesiagelap #mahfudmd https://t.co/v5I2tLX8gp,Neutral,192,20
Mau Ganti #KaburAjaDulu Warganet ke Raffi Ahmad: Buat Ngerti Keresahan Rakyat Aja Kayanya Susah Banget! https://t.co/N8BGsBRodK,Anger,127,16
Penyebab #KaburAjaDulu dan Bagaimana Solusinya? - Bisnis Muda https://t.co/RbzZnHrwjO #KaburAjaDulu #MonFridayFeb,Neutral,113,11
Tren #KaburAjaDulu Apa yang Sebenarnya Terjadi? Klik untuk baca: https://t.co/vjp4t2CXgI Kompascom+ baca berita tanpa iklan: https://t.co/9B0fkFQ7bL Download aplikasi: https://t.co/vBPelgb61G https://t.co/vjp4t2CXgI,Neutral,215,20
Kenapa undang2 perampasan harta koruptor sulit disahkan? Padahal sangat penting untuk negara #gurugembul #indonesiagelap #kaburajadulu #koruptor https://t.co/nhLtU6lBMH,Anger,168,17
Bunda Corla Sebut Wajar Anak Muda Ikut Tren #KaburAjaDulu Netizen: Pemerintah Bukannya Instropeksi Malah Nantangin Masyarakat https://t.co/UVcgFv4Wc5,Anger,149,17
Bunda Corla: Syarat Kerja di Indonesia Tidak Masuk Akal Tak Heran #KaburAjaDulu Jadi Pilihan https://t.co/HuET4wJTIe,Anger,116,15
Anyway tanggal 26-27 Februari 2025 ini bakalan ada sharing session dari Nur Alawiyah &amp; Irvan Daniansyah buat discuss seputar freelance yang mau tau gimana #KaburAjaDulu ke dunia kerja remote bisa daftar aja ke https://t.co/R5aPgeTJ1a https://t.co/A2USo2pUhK,Neutral,261,35
Ubah Tren #KaburAjaDulu Raffi Ahmad Ajak Anak Muda Lebih Produktif https://t.co/Gp6qdmSCZB,Neutral,90,11
Promo ShopeeFood Februari 2025 Yoshinoya Disc 30 RB https://t.co/xDDChUnlRe Dimsum Yay Disc 70% https://t.co/jeiHvBk8xj Moon Chicken Disc 70% https://t.co/4GsODWjtzS Domino Pizza Disc 40RB https://t.co/iXIiXsoZsU #ShopeeFood #KaburAjaDulu #zonajajan #zonauang https://t.co/W83odiNOxe,Neutral,283,29
Baca artikel atnews ProKon Tagar #KaburAjaDulu: Kesenjangan antara Harapan Fakta dan Idealisme Selengkapnya https://t.co/eQFGh8sgGw,Neutral,131,14
@RomeoWalker19 Tagar AdiliJikiwi gagal... Tagar IndonesiaGelap gagal.... Tagar KaburAjaDulu gagal.... Selanjutnya Tagar makan tanaman ,Anger,134,14
Kelakar Menteri Karding ke Fiki Naki Saat Diskusi #KaburAjaDulu: Ini Temannya Khabib Nurmagomedov https://t.co/VrSNbAQFSL,Neutral,121,14
Respons Bijak Tren Tagar #KaburAjaDulu PKB: Bahan Evaluasi Pemerintah https://t.co/m9EGaArRUR,Neutral,93,10
https://t.co/Oen5D5Gvem,Neutral,23,1
Tagar #kaburajadulu adalah warning agar negara tidak salah urus terhadap nasib dan masa depan anak-anak bangsa yang potensial dan bertalenta. #Opini #AdadiKompas https://t.co/5Mn5d6N1zD,Fear,185,23
Tagar #kaburajadulu adalah warning agar negara tidak salah urus terhadap nasib dan masa depan anak-anak bangsa yang potensial dan bertalenta. #Opini #AdadiKompas https://t.co/MTJ9IxPTsQ,Fear,185,23
Brain drain terjadi ketika individu berbakat terutama dari sektor teknologi medis dan akademik memilih untuk meninggalkan negaranya demi peluang yang lebih baik di luar negeri. https://t.co/QYVFOhKeOV,Neutral,200,26
Tren #KaburAjaDulu bukan hanya sekadar luapan emosional di media sosial tetapi juga berpotensi memicu fenomena brain drain/eksodus talenta dari Indonesia ke negara lain.,Neutral,169,23
@mardiasih tinggal di Indonesia trust issue sm pejabat is real #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,135,15
@barengwarga sahwa bang #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,96,8
@MARQUEZ__93 sepertinya sudah deal-deal-an dengan aguan agar pagar laut tetap berlanjut yaa #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,164,17
Riau #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,77,6
PKB: #KaburAjaDulu Bentuk Rasa Cinta Indonesia https://t.co/UvKwOkPHp9,Neutral,70,7
Anies Komentari Tagar Kabur Aja Dulu: Nasionalisme Bukan Ditentukan Tempat Tinggal #KaburAjaDulu #AniesBaswedan #Nasionalisme https://t.co/OMnAruMlFW,Neutral,149,15
@MARQUEZ__93 yang bener kamu marquez #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,109,10
@RJLetsGo akhirnya jadi perhatian international as you wish pak @prabowo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,145,15
so creative! #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Joy,85,7
@salam4jari @prabowo sudah ada instruksi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,113,10
keren idenya respect! #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Joy,94,8
hati-hati provokasi #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,92,7
@mhdarieff_ menggulingkan rezim #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,104,8
@PiwPiwZola @BudiBukanIntel omon-omon @prabowo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,119,9
@detikcom bersyukur?in this economy?in this city? #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,122,11
Jangan Lewatkan Malam Ini The Prime Show: #KaburAjaDulu Mau ke Mana? https://t.co/KYFHtZsUpV,Neutral,92,12
@neohistoria_id #KaburAjaDulu #LawanAjaDulu #IndonesiaGelap #IndonesiaGelap2025 #PrabowoGibranMundurlah #PrabowoMabokKekuasaan #PrabowoSudahGagal #AdiliJokowi #FufufafaAibNasional #daruratindonesia #DaruratPendidikan #RevolusiSekarang,Anger,234,13
Tagar #KaburAjaDulu dan Mendikti Saintek Satryo Di-reshuffle https://t.co/ZjU6gUGXYy,Neutral,84,8
Di kala banyak gerakan untuk kabur meninggalkan negara kelahiran beberapa anak muda memilih menetap untuk melawan sistem pemerintahan yang bobrok. #Internasional #AdadiKompas https://t.co/ezLAWRd4o8,Love,198,23
Di kala banyak gerakan untuk kabur meninggalkan negara kelahiran beberapa anak muda memilih menetap untuk melawan sistem pemerintahan yang bobrok. #Internasional #AdadiKompas https://t.co/2WzjkdyFFz,Love,198,23
Belakangan ini tagar #KaburAjaDulu ramai diperbincangkan di media sosial khususnya di X (sebelumnya Twitter). Lalu apa sebenarnya yang dimaksud dengan tagar ini? https://t.co/0Ilwrj6aow,Neutral,185,23
Respons Pemerintah atas #KaburAjaDulu: Menanggapi protes sosial sebagai upaya pemulihan ekonomi https://t.co/czaIq1lAeY,Neutral,119,12
Tagar #KaburAjaDulu Bukan soal Nasionalisme tapi Kesulitan Hidup Tanpa Perhatian Negara Sumber: https://t.co/LkTBpcE88g,Sad,119,13
Tagar KaburAjaDulu Viral di Medsos Wakil Ketua Komisi IX DPR: Ini Otokritik bagi Pemerintah https://t.co/sL639OnOe6,Neutral,115,15
Berbicara dengan Mahasiswa Poltekpar NHI Bandung Wamen Christina: #kaburajadulu Harus Diikuti Kompetensi https://t.co/QjJCZ9k8U8,Neutral,128,13
memang tidak ada yang setuju dengan program ini kecuali para pembuatnya. #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,145,16
@ch_chotimah2 @prabowo @Dahnilanzar @bang_dasco @Gerindra wkwkwk jadi pesuruh keluarga mulyono @prabowo @Gerindra #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,186,17
@mardigu024 perputaran duit untuk pilpres 2029 dan memperkaya pejabat koruptor #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,151,15
@tempodotco action pak jangan maaf mulu tapi masih jadi pesuruh jokowi. #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,144,16
wah permasalahan serius ini @prabowo @gibran_tweet @setkabgoid @KemenkesRI @BPOM_RI #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,156,14
@detikcom sekalian Bahlil dong pak. @prabowo #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,117,11
menyebar kebohongan gini bisa kena UU ITE gak sih? @Gerindra #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Fear,133,15
jujur saja ini untuk dana pilpres 2029 dan wadah baru memperkaya para pejabat bukan? @prabowo @Gerindra #IndonesiaGelap #ArtistBersuara #AdiliJokowi #LawanAjaDulu #KaburAjaDulu,Anger,176,21
Blue outfit Recommendation 1. https://t.co/ab5TdVaEYc 2. https://t.co/Pwy4hSpvac 3. https://t.co/gqwQAW4XlO PROTECT YOUR ARTIST #WeStandWithMinghao #XODIAC #XODIAC #TheFirstFrost Minat DM Gemes Ramadan #ZAYYAN #KaburAjaDulu Hidup Jokowi Pagiiii Danantara #IndonesiaGelap https://t.co/GZPAP6Ew3r,Neutral,294,28
https://t.co/Cmw5W63PO4 PROTECT YOUR ARTIST #WeStandWithMinghao #XODIAC #XODIAC #TheFirstFrost Minat DM Gemes Ramadan #ZAYYAN #KaburAjaDulu Hidup Jokowi Pagiiii Danantara #IndonesiaGelap #ArtistBersuara Coretax #Hearts2Hearts Mahasiswa https://t.co/5H8mGXINiA,Neutral,259,24
Sedangkan #kaburajadulu. Membuat Gen Z melirik untuk bekerja di luar negeri dengan anggapan kualitas hidup yang lebih baik di luar negeri. Dengan banyaknya alternatif seperti Working Holiday Visa (WHV) ke Australia Tokutei Ginou ke Jepang Ausbildung Jerman dll.,Neutral,261,38
Ke empat kebijakan pemerintah yang terkadang sering kontroversial. Maraknya kebijakan pemerintah yang terkadang sulit di terima oleh masyarakat. Tentu memicu kemarahan dan kekecewaan. Dan masih banyak lagi faktor yang lainnya yang menjadi penyebab #KaburAjaDulu mencuat!,Sad,270,35
@damaraw19 congratulations! #KaburAjaDulu #IndonesiaGelap #ArtistBersuara,Joy,73,5
#KABURAJADULU Maraknya #Kaburajadulu di kalangan generasi muda alias Gen Z tentu bukan karena tanpa sebab. Mari kita kuliti faktor-faktor yang menjadi penyebab Tagar tersebut mencuat di sosial media. Let s go!,Neutral,209,31
Maya Hawke Ungkap Para Produser Sekarang Memilih Pameran Berdasarkan Jumlah Pengikut Di Instagram https://t.co/Gyf2UEAEnC #MayaHawke #Bitcoin #Trump #KaburAjaDulu,Neutral,162,18
Mau Kabur ke Luar Negeri? Cek Syarat dan Cara Daftar Program Ausbildung untuk Belajar dan Kerja di Jerman https://t.co/5uWcduI9tX #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaGelap,Neutral,179,22
@neohistoria_id Siappp #KaburAjaDulu,Joy,36,3
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/EPfrNzynCo,Anger,286,19
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/apy2SedyqW,Anger,286,19
waduh semoga semua baik-baik saja. #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Fear,108,10
@yaniarsim satu komplotan #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,99,8
@V3g3L sebentar lagi pasti ada video klarifikasi minta maaf #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,133,14
Login @prabowo @Gerindra #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,98,8
#IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,73,5
@StefanAntonio__ #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,90,6
@yaniarsim #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,84,6
@joe_pride888 #IndonesiaGelap #AdiliJokowi #KabinetGemoy #GanyangFufufafa #KaburAjaDulu,Anger,87,6
Komentari #kaburajadulu Said Iqbal Ungkap Minimnya Lapangan Kerja di Indonesia - https://t.co/QdbCRqekVz https://t.co/ds4ZWuALHS,Neutral,128,13
Karding Tanggapi Tren #Kaburajadulu: Harus Punya Skill Biar Nggak Terlantar @kemenp2mi https://t.co/0RgJLbUUxc https://t.co/Lvits52UOT,Neutral,134,13
Mengenal ausbildung di Jerman untuk berkarir dan menetap di Jerman. #KaburAjaDulu #KaburDuluAja Check out my website @ https://t.co/0jYpt3Krfk,Neutral,142,18
@zachraina @JhonSitorus_18 @Pakbhabin_id @MpAmbarita77 @jacklynchoppers @ahriesonta Yang bukan preman atau yang gak mau jadi preman pada #KaburAjaDulu . Tinggal preman reman yg nunggu rumah eh.. negara. Jadi makin runyam karena ada wakil menteri yang malah mengharap mrk tidak usah pulang. Makin berisi preman nih negara.,Anger,321,45
@yusuf_dumdum Menaker Respons #KaburAjaDulu: Tantangan buat Kami Ciptakan Better Job https://t.co/KiIapCz5XW,Neutral,108,11
Sombong Soal #KaburAjaDulu Wamenaker: Kabur Sajalah kalau Perlu Jangan Balik Lagi Klik untuk baca: https://t.co/yeHVStWkZG Kompascom+ baca berita tanpa iklan: https://t.co/pXbFDiW0Ui Download aplikasi: https://t.co/X3DTIHZggR https://t.co/yeHVStWkZG,Anger,249,25
Cek akun dgn hastag #KaburAjaDulu ini ternyata diramaikan oleh akun orang orang Islam. Anehnya sebagian besar mereka yang bilang (kabur aja dulu) lebih milih negara kafir. Gak ada yang minat kabur ke Bangladesh Somalia negara penghasil hafalan al Quran &amp; negara Islam lainnya.,Anger,280,43
Viral #KaburAjaDulu Ada Apa dengan Anak Muda Indonesia? Peneliti ITB : Ini Akumulasi Kemarahan Khawatir Masa Depan &amp; Kebijakan Viral Dulu Baru Batal - https://t.co/jP9issC5Nr https://t.co/eIsTG9csU8,Sad,202,26
Tas lokal cantik banget Coklat jepang #KaburAjaDulu https://t.co/trdMO5N5yD #zonauang #tas #handbag,Neutral,99,11
@neohistoria_id Ni sampe wayang aja #KaburAjaDulu ke Toilet di Kuala Lumpur wkwkwkwkwk https://t.co/HnSayqHB9P,Joy,110,13
Terdapat 6 worksheet anak TK : 1. Buku Belajar Huruf untuk Anak TK 2. Buku Latihan Matematika/berhitung untuk Anak TK 3. Buku Latihan Mewarnai Huruf untuk Anak TK buruan beli sekarang diskon untuk hari ini klik disini : https://t.co/iEOsLwb0Cx #SkyNaniFanconD1 #KaburAjaDulu https://t.co/eVABgJbLU7,Neutral,298,42
@neohistoria_id Orang Indonesia #KaburAjaDulu bukannya ke Arab tapi ke negara kafir sambil membanggakan agama Islamnya. Tapi warga negara kafir itu sendiri pada ke Bali. Bali nya malah dihina2 orang Indonesia. Kadrun2 munafik. https://t.co/QmxOz3zrYr,Anger,250,33
@id_fm Di savean gue wonderkid indonya pada #KaburAjaDulu udah pada jadi WNA yang main di serie A dan EPL,Joy,105,19
Optimis aj secepatnya #KaburAjaDulu,Joy,35,4
@neohistoria_id #KaburAjaDulu tetap viralkan. Emangnya pemerintah doang yang bisa nge-gas rakyat??!!,Anger,100,11
https://t.co/QHbFDK0dBj TAS LUCU #KaburAjaDulu https://t.co/h5xi8xYlA7,Neutral,70,5
tingkat Dua (Kota) dan Jebolan nya AMD tidak dapat dimaksimalkan secara konsisten sama Tim Tim Liga Malaysia karena mereka gak percaya dengan Pemain Muda. Yang ada malah jebolan dari National Football Academy di Indonesia malah disuruh #KaburAjaDulu untuk seleksi di Tim terutama,Sad,279,42
@aewin86 Mending #KaburAjaDulu daripada jadi buzzer lebih terhormat karena pasti nyumbang devisa ke negara,Love,106,14
Mau juga #KaburAjaDulu ? Coba pakai sepeda ini biar kencang cepat sampai tujuan SEPEDA LISTRIK SUNRACE VIPER/ VIPER ELECTRIC BIKE dengan harga Rp3.997.500. Dapatkan di Shopee sekarang! https://t.co/mVhtP6ZrJX,Neutral,208,28
Ayo berbelanja kebutuhan keluarga dengan berbelanja online via Alfagift klok link dibawah ini ya dan dapatkan diakon menarik Selamat berbelanja https://t.co/qOdjJCuW6R #Jumat #THANKYOUMCYOUNGHOON #Jepang #HAECHANtoJAKARTA #KaburAjaDulu #AitakattaJKT48,Neutral,251,27
Mau lolos TOPIK 2 tanpa drama? Buku ini kasih resep jitu lewat analisis soal prediksi ujian &amp; tes tiruan️ Bukan sekadar belajar tapi strategi biar gak zonk PO sekarang yuk biar tes nanti tinggal santai‍ 토픽 2 합격레시피 https://t.co/fO6sVhtjcs #KaburAjaDulu https://t.co/lf00IEihsy,Neutral,279,41
Ditengah IHSG Kembali Anjlok Luhut Bertemu dengan Investor Lokal Pasar Modal #Akibat suhu politik yg tidak menentu Maka Investor asing memilih #KaburAjaDulu https://t.co/VzEcgQb8Ed,Sad,180,23
#kaburajadulu ke Jepang tapi baca rambu jalan aja masih nebak-nebak? Buku ini ngajarin 354 kanji N3 + bonus N5-N4 sambil langsung praktik di kalimat asli Jadi pas kabur beneran gak cuma bisa sumimasen doang yuk amanin bukunya dulu https://t.co/4ThfvPIJnP https://t.co/spjkQRcbX9,Joy,278,40
Source https://t.co/UMjjOdJCVU https://t.co/kRvTSA31ZZ https://t.co/2dmKdO6FiK #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/MEk8LY2s6Q,Anger,296,20
@03__nakula dia melupakan berapa banyak lulusan universitas setiap tahunnya dan lebih mementingkan tujuan yang belum tentu berdampak baik kepada seluruh masyarakat dan jangan heran jika #KaburAjaDulu kerapkali berseiweran di telingan kita bahkan mereka.,Sad,253,33
Siap taklukin N5? Buku JLPT Question Collection N5 Kanji ini bantuin hafal pola &amp; aturan kanji latihan soal sampai 2x simulasi ujian ala JLPT. Trus ada poster A2 &amp; audio gratis buat latihan nulis sambil dengar Mantep buat #KaburAjaDulu kan? https://t.co/r2A4YmuUln https://t.co/VBTpJhy34g,Neutral,296,42
@quincy_999 @hudacahjurang @txtfromIR @BudiBukanIntel @prabowo Padahal pemerintah sudah kasih propaganda #kaburajadulu biar orang-orang iq jongkok seperti anda yang gak punya skill keluar negeri jadi TKI atau minimalnya ganti warga negara biar ngurangin beban. Pertumbuhan ekonomi sampai 2 digit gitu kurang apalagi. https://t.co/bpHBb4y1CT.,Anger,341,42
#kaburajadulu (soon) thailand or rome https://t.co/koOQzFsZPE,Neutral,61,6
#kaburajadulu siapatau ada yang belajar mandarin aku ada file materi HSK 1-6 Boleh buka di sini yaa https://t.co/JpiOfOZf8T https://t.co/D0kQHgK78l,Neutral,147,19
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/lSEybvOV4v,Anger,296,20
#KaburAjaDulu jadi Pekerja Migran Indonesia Cek ke taiwan ada banyak loker singapura dll https://t.co/GqjjKzcoDn https://t.co/SG0UmmzJEZ,Neutral,136,15
Materi belajar bahasa Jepang untuk #KaburAjaDulu. Thank you kak! #TolakRevisiUUTNI #TolakRUUTNI #TolakUUTNI #TolakRUUPolri #TolakDwifungsiABRI,Love,142,14
5 Peraturan Perusahaan di Jerman yang Wajib Diketahui https://t.co/74L1Zspu3n #kaburajadulu,Neutral,91,10
hehe iya sih tapi rakyat kecil mana punya duit untuk kabur adanya buat mainan politik korban sembako. Tren #KaburAjaDulu 10 Negara Ini Punya Biaya Hidup Termurah di Dunia https://t.co/8EV4KaeoWD,Sad,194,29
Hadiri HUT Ke-17 Partai Gerinda Sultan: Suasananya Sejuk dan Penuh Kekeluargaan https://t.co/tOZqO5KNhm #KaburAjaDulu,Joy,117,13
Power bank mini dengan 4 kabel usb link shopee https://t.co/3ZwnJdMZq2 #LCDLFAllStars #BINIWT2025 #KaburAjaDulu https://t.co/k8zpZLd7E2,Neutral,135,14
Tren #KaburAjaDulu Viral di Media Sosial Begini Kronologi Kemunculannya #KaburAjaDulu menggema di media sosial hingga viral sebagai bentuk kritik terhadap kebijakan pemerintah. https://t.co/uGsQzCBJLW https://t.co/31sPK5dQwH,Neutral,224,24
